city,state,latitude,longitude,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,risk_score
Pune,Maharashtra,18.449045,73.963577,20,Saturday,1,rural,2,1,rain,low,22,low,poor road,major,3,1,0,0.45
Chennai,Tamil Nadu,12.861288,80.167097,2,Tuesday,0,highway,1,1,rain,low,29,medium,poor road,minor,5,5,0,0.45
Pune,Maharashtra,18.618088,73.989576,8,Saturday,1,urban,3,1,fog,low,28,high,drunk driving,minor,3,0,1,0.8
Bangalore,Karnataka,13.09534,77.402311,2,Wednesday,0,rural,5,0,clear,high,34,low,weather,major,5,5,0,0.1
Delhi,Delhi,28.694773,77.138622,18,Saturday,1,rural,3,0,rain,low,35,high,distraction,minor,2,1,1,0.8
Chandigarh,Punjab,30.75305,76.886282,17,Thursday,0,highway,5,1,fog,low,19,high,distraction,major,2,1,1,0.8
Bangalore,Karnataka,12.888723,77.598691,23,Saturday,1,highway,5,0,rain,medium,25,high,weather,fatal,1,1,0,0.65
Mumbai,Maharashtra,18.960845,72.922053,21,Tuesday,0,rural,4,1,clear,high,33,high,drunk driving,minor,2,0,0,0.3
Bangalore,Karnataka,12.966,77.42648,18,Saturday,1,highway,4,0,fog,low,17,medium,weather,minor,1,1,1,0.6
Chennai,Tamil Nadu,13.059482,80.132694,19,Friday,0,highway,4,0,fog,low,29,high,weather,major,5,4,1,0.8
Pune,Maharashtra,18.479836,73.980057,23,Monday,0,rural,5,1,fog,low,34,medium,weather,major,2,1,0,0.45
Delhi,Delhi,28.570297,77.25409,10,Wednesday,0,highway,6,1,fog,low,35,medium,drunk driving,minor,2,1,1,0.6
Mumbai,Maharashtra,19.147537,72.781967,6,Thursday,0,rural,2,1,rain,medium,36,high,poor road,minor,4,4,0,0.45
Chennai,Tamil Nadu,12.931329,80.177908,22,Saturday,1,highway,4,1,rain,medium,26,medium,weather,minor,2,0,0,0.25
Chennai,Tamil Nadu,12.931505,80.204867,18,Monday,0,rural,2,1,rain,low,28,medium,drunk driving,major,3,2,1,0.6
Chennai,Tamil Nadu,12.826312,80.207278,3,Friday,0,urban,6,0,clear,high,35,medium,drunk driving,minor,3,1,0,0.1
Hyderabad,Telangana,17.227437,78.332683,13,Saturday,1,rural,4,0,clear,high,38,high,distraction,major,1,1,0,0.3
Pune,Maharashtra,18.511753,73.872341,11,Saturday,1,urban,2,1,rain,low,28,high,poor road,minor,1,1,0,0.65
Bangalore,Karnataka,13.166458,77.645976,0,Tuesday,0,rural,5,0,fog,low,39,low,weather,major,4,0,0,0.45
Hyderabad,Telangana,17.230262,78.253208,0,Monday,0,urban,3,1,clear,high,23,low,overspeeding,fatal,1,1,0,0.3
Chennai,Tamil Nadu,13.101426,80.265354,9,Sunday,1,urban,1,1,rain,low,23,medium,poor road,minor,3,2,1,0.6
Chandigarh,Punjab,30.621868,76.767922,14,Sunday,1,highway,3,0,fog,low,32,low,poor road,major,2,2,0,0.45
Chennai,Tamil Nadu,13.104646,80.294344,7,Thursday,0,urban,3,0,fog,low,16,high,drunk driving,major,3,2,0,0.65
Bangalore,Karnataka,13.160679,77.450578,17,Sunday,1,urban,2,0,clear,high,30,medium,overspeeding,major,5,4,1,0.25
Kolkata,West Bengal,22.421859,88.374025,9,Thursday,0,highway,3,1,clear,high,31,medium,overspeeding,major,1,1,1,0.25
Delhi,Delhi,28.691978,77.169403,21,Tuesday,0,urban,3,0,fog,low,26,high,poor road,major,1,1,0,0.65
Kolkata,West Bengal,22.582986,88.286863,6,Friday,0,urban,1,0,clear,high,29,low,overspeeding,fatal,1,1,0,0.3
Mumbai,Maharashtra,19.000379,72.96346,17,Thursday,0,rural,1,0,rain,low,20,high,weather,minor,4,4,1,0.8
Mumbai,Maharashtra,18.844068,72.948507,7,Friday,0,urban,2,0,rain,low,26,high,poor road,major,4,2,0,0.65
Chandigarh,Punjab,30.722768,76.846181,4,Thursday,0,rural,3,0,fog,low,40,medium,distraction,major,4,2,0,0.45
Chandigarh,Punjab,30.726192,76.756446,8,Sunday,1,rural,5,0,clear,high,40,medium,weather,minor,4,0,1,0.25
Kolkata,West Bengal,22.542146,88.249395,11,Tuesday,0,rural,1,0,rain,medium,20,high,overspeeding,minor,2,1,0,0.45
Chennai,Tamil Nadu,12.979934,80.258425,16,Wednesday,0,rural,3,0,fog,low,28,medium,overspeeding,major,4,2,0,0.45
Kolkata,West Bengal,22.691684,88.380487,15,Sunday,1,highway,3,1,fog,low,23,medium,overspeeding,minor,2,1,0,0.45
Pune,Maharashtra,18.554742,73.846455,5,Sunday,1,rural,1,0,fog,low,26,high,drunk driving,minor,2,0,0,0.65
Pune,Maharashtra,18.492599,73.918395,8,Friday,0,urban,3,0,rain,low,35,high,drunk driving,minor,5,3,1,0.8
Bangalore,Karnataka,12.87812,77.75548,11,Tuesday,0,highway,2,0,rain,medium,15,high,poor road,minor,1,1,0,0.45
Kolkata,West Bengal,22.628792,88.377574,11,Friday,0,highway,2,0,fog,low,30,high,overspeeding,minor,3,2,0,0.65
Delhi,Delhi,28.42531,76.842778,6,Sunday,1,highway,4,1,fog,low,24,medium,overspeeding,minor,5,0,0,0.45
Chennai,Tamil Nadu,13.07404,80.152144,20,Friday,0,rural,3,0,clear,high,28,medium,drunk driving,minor,2,1,0,0.1
Delhi,Delhi,28.403747,76.847221,2,Saturday,1,rural,5,0,rain,low,37,low,weather,major,5,3,0,0.45
Mumbai,Maharashtra,19.150088,72.702839,20,Friday,0,highway,3,0,fog,low,37,high,weather,major,5,0,0,0.65
Mumbai,Maharashtra,19.035655,72.955069,6,Saturday,1,highway,4,0,clear,high,29,low,drunk driving,minor,5,5,0,0.1
Chennai,Tamil Nadu,12.911957,80.196891,18,Sunday,1,urban,5,0,rain,medium,40,low,drunk driving,minor,1,1,1,0.4
Delhi,Delhi,28.472435,77.19605,1,Monday,0,highway,5,0,fog,low,26,high,overspeeding,minor,5,4,0,0.65
Chandigarh,Punjab,30.6107,76.703665,15,Thursday,0,urban,5,0,fog,low,21,high,poor road,minor,5,5,0,0.65
Delhi,Delhi,28.404569,76.804829,11,Thursday,0,rural,4,0,clear,high,34,high,drunk driving,fatal,3,3,0,0.5
Chandigarh,Punjab,30.63764,76.825478,14,Thursday,0,rural,6,1,fog,low,31,low,drunk driving,major,4,3,0,0.45
Mumbai,Maharashtra,19.115596,72.802382,7,Monday,0,rural,4,0,clear,high,25,medium,distraction,major,1,0,0,0.1
Pune,Maharashtra,18.695595,73.868888,12,Thursday,0,rural,6,0,fog,low,30,medium,overspeeding,minor,4,4,0,0.45
Kolkata,West Bengal,22.494643,88.492238,17,Saturday,1,highway,6,1,clear,high,21,medium,weather,minor,4,2,1,0.25
Chandigarh,Punjab,30.734981,76.773993,14,Saturday,1,highway,4,1,rain,medium,20,low,distraction,minor,5,1,0,0.25
Chandigarh,Punjab,30.711487,76.846221,0,Monday,0,rural,3,1,clear,high,25,high,distraction,fatal,4,4,0,0.5
Chennai,Tamil Nadu,12.968853,80.196115,1,Tuesday,0,urban,3,0,fog,low,30,low,poor road,major,3,3,0,0.45
Kolkata,West Bengal,22.63079,88.274384,20,Monday,0,highway,4,1,fog,low,31,medium,poor road,major,4,2,0,0.45
Chandigarh,Punjab,30.671217,76.878695,17,Wednesday,0,rural,3,0,fog,low,34,high,poor road,minor,3,3,1,0.8
Bangalore,Karnataka,12.933538,77.737824,18,Saturday,1,rural,5,0,clear,high,16,medium,overspeeding,minor,3,3,1,0.25
Bangalore,Karnataka,12.934971,77.501295,3,Tuesday,0,urban,6,0,rain,low,35,low,overspeeding,fatal,3,3,0,0.65
Bangalore,Karnataka,13.088481,77.401871,22,Friday,0,highway,4,0,rain,low,32,medium,overspeeding,fatal,4,4,0,0.65
Chennai,Tamil Nadu,13.032356,80.200645,13,Wednesday,0,urban,4,0,clear,high,24,low,drunk driving,minor,4,2,0,0.1
Pune,Maharashtra,18.685749,73.854341,21,Monday,0,rural,2,0,fog,low,32,low,poor road,major,2,1,0,0.45
Chandigarh,Punjab,30.600709,76.788381,17,Wednesday,0,rural,2,1,fog,low,29,high,distraction,minor,2,2,1,0.8
Chennai,Tamil Nadu,12.865666,80.225481,2,Wednesday,0,rural,1,1,rain,low,30,low,weather,minor,5,3,0,0.45
Chennai,Tamil Nadu,13.125687,80.288644,14,Thursday,0,urban,5,0,fog,low,19,high,weather,major,1,0,0,0.65
Chandigarh,Punjab,30.615981,76.703249,1,Saturday,1,rural,3,1,rain,low,30,low,distraction,fatal,3,3,0,0.65
Kolkata,West Bengal,22.449438,88.268509,20,Sunday,1,highway,4,0,fog,low,27,medium,drunk driving,major,3,3,0,0.45
Bangalore,Karnataka,12.906665,77.751883,5,Wednesday,0,highway,6,1,fog,low,36,low,overspeeding,minor,2,2,0,0.45
Bangalore,Karnataka,12.854596,77.734873,9,Saturday,1,highway,4,1,fog,low,30,medium,poor road,minor,4,2,1,0.6
Hyderabad,Telangana,17.453228,78.354267,9,Saturday,1,urban,3,0,rain,low,30,high,overspeeding,major,4,1,1,0.8
Chandigarh,Punjab,30.689908,76.86273,11,Monday,0,urban,1,1,rain,low,16,high,drunk driving,minor,5,4,0,0.65
Mumbai,Maharashtra,18.918465,72.813324,2,Wednesday,0,urban,6,0,fog,low,33,high,distraction,minor,4,4,0,0.65
Pune,Maharashtra,18.50586,73.779004,18,Thursday,0,highway,5,1,rain,low,24,medium,weather,major,1,1,1,0.6
Pune,Maharashtra,18.432833,73.776399,22,Wednesday,0,highway,2,1,rain,medium,17,high,drunk driving,minor,3,3,0,0.45
Kolkata,West Bengal,22.542201,88.296251,11,Friday,0,rural,5,0,clear,high,15,high,poor road,major,4,0,0,0.3
Delhi,Delhi,28.656319,77.232117,9,Thursday,0,highway,1,0,clear,high,18,medium,drunk driving,minor,4,1,1,0.25
Mumbai,Maharashtra,18.87409,72.939462,4,Saturday,1,rural,3,1,rain,low,38,low,distraction,major,2,1,0,0.45
Pune,Maharashtra,18.460951,73.781916,14,Sunday,1,highway,5,1,rain,medium,34,medium,overspeeding,minor,1,0,0,0.25
Mumbai,Maharashtra,19.160639,72.885188,10,Tuesday,0,highway,3,1,fog,low,15,low,distraction,major,4,2,1,0.6
Delhi,Delhi,28.505662,76.960158,11,Thursday,0,urban,6,1,fog,low,35,medium,drunk driving,fatal,4,4,0,0.65
Mumbai,Maharashtra,18.803394,72.756475,5,Monday,0,highway,1,1,rain,medium,37,medium,poor road,fatal,4,4,0,0.45
Chennai,Tamil Nadu,13.030792,80.290558,9,Thursday,0,rural,1,0,fog,low,27,medium,distraction,minor,1,0,1,0.6
Mumbai,Maharashtra,18.922093,72.940473,0,Tuesday,0,highway,5,0,fog,low,28,medium,weather,major,4,4,0,0.45
Chandigarh,Punjab,30.632006,76.795028,22,Thursday,0,urban,2,0,fog,low,22,low,overspeeding,minor,2,0,0,0.45
Mumbai,Maharashtra,18.942286,72.710271,16,Thursday,0,highway,5,1,rain,medium,37,medium,distraction,minor,3,2,0,0.25
Kolkata,West Bengal,22.419317,88.310364,23,Monday,0,urban,3,0,fog,low,19,low,drunk driving,major,2,1,0,0.45
Mumbai,Maharashtra,19.277319,72.843699,23,Saturday,1,rural,5,0,clear,high,38,high,poor road,minor,5,4,0,0.3
Chandigarh,Punjab,30.616643,76.869914,12,Sunday,1,urban,4,0,rain,medium,31,high,overspeeding,minor,4,2,0,0.45
Pune,Maharashtra,18.513383,73.728215,16,Saturday,1,rural,1,1,rain,medium,20,high,drunk driving,minor,2,2,0,0.45
Kolkata,West Bengal,22.542294,88.440962,9,Friday,0,rural,6,1,rain,low,33,medium,poor road,fatal,3,3,1,0.8
Kolkata,West Bengal,22.578646,88.267103,1,Thursday,0,rural,3,1,clear,high,31,low,poor road,minor,2,0,0,0.1
Mumbai,Maharashtra,18.904696,72.929499,23,Monday,0,highway,1,0,clear,high,23,low,weather,minor,3,1,0,0.1
Chennai,Tamil Nadu,13.158922,80.282375,9,Monday,0,urban,3,1,clear,high,25,high,weather,major,1,1,1,0.45
Chandigarh,Punjab,30.666974,76.757047,9,Sunday,1,highway,4,1,fog,low,37,high,weather,minor,2,0,1,0.8
Chandigarh,Punjab,30.655634,76.703463,12,Wednesday,0,urban,4,1,fog,low,19,medium,drunk driving,fatal,5,5,0,0.65
Bangalore,Karnataka,13.070817,77.754253,2,Wednesday,0,highway,6,0,fog,low,17,high,overspeeding,major,4,3,0,0.65
Kolkata,West Bengal,22.617531,88.294685,1,Monday,0,urban,2,0,fog,low,21,low,drunk driving,minor,4,3,0,0.45
Chandigarh,Punjab,30.767989,76.78677,11,Thursday,0,highway,2,1,clear,high,36,medium,drunk driving,minor,1,0,0,0.1
Chandigarh,Punjab,30.751536,76.828455,21,Monday,0,rural,3,1,fog,low,22,high,weather,minor,2,2,0,0.65
Chandigarh,Punjab,30.725966,76.873965,7,Sunday,1,rural,2,0,rain,medium,20,medium,weather,major,1,1,0,0.25
Hyderabad,Telangana,17.474242,78.535552,12,Tuesday,0,rural,1,1,rain,medium,15,high,weather,major,2,2,0,0.45
Chennai,Tamil Nadu,13.087316,80.226797,6,Tuesday,0,urban,4,1,fog,low,39,medium,poor road,major,1,0,0,0.45
Kolkata,West Bengal,22.505115,88.233239,2,Wednesday,0,highway,5,1,clear,high,39,low,poor road,minor,5,0,0,0.1
Mumbai,Maharashtra,18.81774,72.773961,22,Thursday,0,rural,1,1,rain,medium,19,low,drunk driving,major,2,2,0,0.25
Delhi,Delhi,28.867743,76.854527,7,Monday,0,rural,4,0,fog,low,39,medium,weather,fatal,1,1,0,0.65
Pune,Maharashtra,18.660086,73.810194,1,Tuesday,0,urban,2,1,rain,low,20,low,drunk driving,major,3,2,0,0.45
Mumbai,Maharashtra,19.27562,72.80497,16,Wednesday,0,rural,2,0,clear,high,26,medium,poor road,minor,3,1,0,0.1
Chennai,Tamil Nadu,12.934717,80.259504,2,Tuesday,0,highway,5,1,clear,high,19,high,overspeeding,major,3,3,0,0.3
Chandigarh,Punjab,30.655311,76.714474,15,Sunday,1,urban,3,1,fog,low,26,low,overspeeding,fatal,3,3,0,0.65
Bangalore,Karnataka,12.852964,77.561684,18,Monday,0,rural,5,1,fog,low,27,high,poor road,major,2,2,1,0.8
Pune,Maharashtra,18.46926,73.979581,18,Monday,0,highway,3,0,clear,high,20,high,weather,minor,1,0,1,0.45
Delhi,Delhi,28.824805,77.267512,16,Saturday,1,highway,6,1,clear,high,34,low,overspeeding,minor,2,0,0,0.1
Chennai,Tamil Nadu,12.865026,80.224187,21,Thursday,0,rural,3,1,clear,high,17,low,weather,minor,1,0,0,0.1
Kolkata,West Bengal,22.423409,88.23046,4,Monday,0,highway,5,0,clear,high,39,low,drunk driving,minor,2,1,0,0.1
Chennai,Tamil Nadu,12.979773,80.125904,15,Friday,0,urban,5,1,fog,low,32,low,weather,minor,1,1,0,0.55
Chandigarh,Punjab,30.796737,76.773533,14,Monday,0,rural,4,1,rain,medium,31,low,weather,major,3,3,0,0.25
Mumbai,Maharashtra,19.025583,72.703921,14,Sunday,1,rural,5,1,clear,high,23,medium,weather,minor,4,1,0,0.1
Pune,Maharashtra,18.421265,73.710506,3,Thursday,0,urban,6,1,fog,low,32,low,poor road,major,3,1,0,0.45
Hyderabad,Telangana,17.510543,78.427133,3,Wednesday,0,highway,5,0,fog,low,37,low,poor road,minor,2,2,0,0.45
Mumbai,Maharashtra,19.093059,72.74776,8,Monday,0,urban,6,0,fog,low,21,medium,drunk driving,fatal,1,1,1,0.8
Kolkata,West Bengal,22.68123,88.384248,20,Sunday,1,highway,3,0,clear,high,27,low,weather,fatal,2,2,0,0.3
Kolkata,West Bengal,22.403454,88.206231,11,Tuesday,0,urban,6,1,rain,low,29,low,overspeeding,minor,3,2,0,0.45
Pune,Maharashtra,18.580848,73.876593,21,Saturday,1,rural,2,0,clear,high,38,low,weather,minor,5,5,0,0.1
Pune,Maharashtra,18.404333,73.812579,22,Tuesday,0,highway,2,1,clear,high,27,high,distraction,major,5,4,0,0.3
Pune,Maharashtra,18.612059,73.719751,3,Tuesday,0,rural,6,1,fog,low,27,low,weather,minor,5,2,0,0.45
Pune,Maharashtra,18.464387,73.94994,11,Thursday,0,urban,1,1,rain,low,30,medium,poor road,major,2,0,0,0.45
Bangalore,Karnataka,13.130325,77.446646,9,Monday,0,urban,5,1,fog,low,21,medium,poor road,minor,2,1,1,0.6
Hyderabad,Telangana,17.269165,78.502459,20,Monday,0,urban,3,1,fog,low,22,medium,overspeeding,major,1,1,0,0.45
Pune,Maharashtra,18.623789,73.873265,18,Monday,0,rural,5,0,fog,low,20,medium,poor road,minor,5,3,1,0.6
Hyderabad,Telangana,17.527114,78.530469,21,Sunday,1,rural,4,0,clear,high,30,low,drunk driving,minor,3,1,0,0.1
Delhi,Delhi,28.743818,77.084342,15,Friday,0,urban,3,0,rain,low,28,medium,drunk driving,major,4,4,0,0.45
Delhi,Delhi,28.650713,76.817058,9,Sunday,1,rural,6,1,rain,medium,25,high,drunk driving,minor,4,0,1,0.6
Chandigarh,Punjab,30.658244,76.853188,15,Monday,0,urban,6,1,fog,low,39,high,distraction,minor,4,0,0,0.65
Kolkata,West Bengal,22.624284,88.344232,11,Monday,0,rural,3,0,fog,low,27,low,drunk driving,fatal,4,4,0,0.75
Pune,Maharashtra,18.409953,73.994189,12,Sunday,1,rural,2,1,rain,medium,17,medium,distraction,minor,3,2,0,0.25
Pune,Maharashtra,18.65561,73.751185,8,Saturday,1,highway,2,0,fog,low,25,medium,drunk driving,minor,1,1,1,0.6
Chennai,Tamil Nadu,12.880956,80.246202,19,Friday,0,urban,4,0,fog,low,26,medium,weather,fatal,1,1,1,0.8
Kolkata,West Bengal,22.460049,88.33137,1,Saturday,1,urban,3,0,rain,low,22,high,drunk driving,minor,1,1,0,0.65
Delhi,Delhi,28.819006,76.807353,0,Sunday,1,highway,4,0,rain,low,30,low,poor road,minor,2,0,0,0.45
Hyderabad,Telangana,17.441486,78.243836,15,Wednesday,0,highway,1,1,rain,medium,40,low,overspeeding,minor,3,0,0,0.25
Bangalore,Karnataka,13.071506,77.582699,19,Monday,0,rural,3,0,clear,high,30,medium,poor road,fatal,4,4,1,0.45
Chandigarh,Punjab,30.711408,76.707882,13,Sunday,1,rural,5,0,clear,high,18,low,weather,minor,5,3,0,0.1
Chennai,Tamil Nadu,12.952895,80.171875,19,Friday,0,rural,1,1,rain,medium,22,medium,distraction,minor,5,3,1,0.4
Hyderabad,Telangana,17.462352,78.560305,10,Wednesday,0,urban,4,0,clear,high,28,high,distraction,major,5,5,1,0.45
Delhi,Delhi,28.4982,77.020293,15,Sunday,1,urban,4,1,rain,low,37,high,weather,minor,5,5,0,0.65
Delhi,Delhi,28.89123,77.289334,7,Saturday,1,urban,1,1,clear,high,25,medium,overspeeding,minor,5,1,0,0.1
Chandigarh,Punjab,30.673074,76.772135,18,Friday,0,highway,5,1,rain,low,22,high,distraction,major,3,0,1,0.8
Kolkata,West Bengal,22.574229,88.208361,13,Tuesday,0,highway,1,0,fog,low,38,high,poor road,major,4,3,0,0.65
Mumbai,Maharashtra,19.206387,72.76094,19,Monday,0,rural,3,1,clear,high,38,medium,distraction,major,5,1,1,0.25
Chennai,Tamil Nadu,12.987532,80.20733,7,Tuesday,0,highway,3,1,rain,medium,28,high,poor road,major,1,1,0,0.45
Chennai,Tamil Nadu,13.147207,80.153679,6,Monday,0,highway,1,1,rain,medium,23,high,weather,minor,4,0,0,0.45
Kolkata,West Bengal,22.464831,88.413777,15,Saturday,1,rural,3,0,fog,low,27,medium,distraction,major,4,0,0,0.45
Chandigarh,Punjab,30.701537,76.755897,14,Sunday,1,urban,1,1,clear,high,25,low,distraction,minor,1,1,0,0.1
Chennai,Tamil Nadu,13.114273,80.249777,20,Sunday,1,urban,5,0,clear,high,40,low,overspeeding,major,3,1,0,0.1
Kolkata,West Bengal,22.415844,88.203608,17,Thursday,0,urban,1,1,fog,low,17,high,overspeeding,minor,5,1,1,0.8
Bangalore,Karnataka,13.028376,77.625565,18,Monday,0,highway,1,0,fog,low,39,high,drunk driving,major,4,0,1,0.8
Chandigarh,Punjab,30.789743,76.765097,13,Wednesday,0,rural,1,1,fog,low,27,high,poor road,major,1,0,0,0.65
Pune,Maharashtra,18.47126,73.729648,1,Thursday,0,urban,3,1,fog,low,29,low,weather,minor,3,0,0,0.45
Chandigarh,Punjab,30.674064,76.776373,21,Tuesday,0,rural,5,1,rain,medium,39,low,weather,minor,2,0,0,0.25
Delhi,Delhi,28.654726,76.86286,2,Thursday,0,urban,2,0,clear,high,21,medium,distraction,major,1,0,0,0.1
Delhi,Delhi,28.544843,76.914438,19,Sunday,1,urban,2,1,clear,high,33,medium,overspeeding,major,5,3,1,0.25
Mumbai,Maharashtra,19.057954,72.75712,2,Thursday,0,rural,5,1,fog,low,28,low,overspeeding,minor,4,0,0,0.45
Hyderabad,Telangana,17.465522,78.468433,11,Thursday,0,urban,4,1,fog,low,37,high,distraction,major,3,2,0,0.65
Bangalore,Karnataka,12.947882,77.70417,20,Sunday,1,rural,2,0,clear,high,27,high,poor road,minor,5,5,0,0.3
Chennai,Tamil Nadu,13.15716,80.108805,14,Wednesday,0,urban,6,1,rain,low,25,high,drunk driving,minor,3,0,0,0.65
Mumbai,Maharashtra,19.288226,72.925037,8,Tuesday,0,urban,4,1,clear,high,20,high,poor road,major,3,1,1,0.45
Mumbai,Maharashtra,19.163928,72.942826,22,Thursday,0,urban,4,0,clear,high,34,medium,overspeeding,minor,4,2,0,0.1
Mumbai,Maharashtra,19.204154,72.754614,23,Monday,0,highway,6,1,fog,low,29,high,overspeeding,major,1,0,0,0.65
Pune,Maharashtra,18.545375,73.814203,23,Thursday,0,highway,4,1,fog,low,34,high,poor road,fatal,5,5,0,0.85
Kolkata,West Bengal,22.681957,88.304039,17,Thursday,0,highway,5,1,rain,medium,31,high,poor road,fatal,3,3,1,0.8
Chennai,Tamil Nadu,13.144941,80.121944,4,Thursday,0,highway,4,0,fog,low,16,low,drunk driving,minor,5,2,0,0.45
Pune,Maharashtra,18.559774,73.884165,14,Wednesday,0,highway,1,0,fog,low,28,high,overspeeding,minor,1,1,0,0.65
Hyderabad,Telangana,17.429285,78.462174,14,Thursday,0,highway,1,1,clear,high,20,low,poor road,major,4,0,0,0.1
Hyderabad,Telangana,17.51022,78.320229,10,Tuesday,0,urban,6,1,clear,high,39,high,poor road,minor,5,4,1,0.45
Pune,Maharashtra,18.533183,73.792839,15,Monday,0,rural,4,1,rain,medium,19,medium,overspeeding,minor,2,0,0,0.25
Chennai,Tamil Nadu,12.910369,80.297392,6,Saturday,1,urban,4,1,clear,high,23,high,overspeeding,major,1,1,0,0.3
Bangalore,Karnataka,13.085418,77.731694,8,Friday,0,urban,6,0,clear,high,27,high,drunk driving,major,5,5,1,0.45
Mumbai,Maharashtra,19.25538,72.982083,8,Sunday,1,urban,6,0,rain,medium,18,high,overspeeding,minor,3,3,1,0.6
Delhi,Delhi,28.896351,76.909336,11,Sunday,1,highway,4,0,fog,low,18,medium,poor road,minor,2,1,0,0.45
Bangalore,Karnataka,13.018995,77.767071,1,Wednesday,0,urban,6,0,fog,low,27,low,poor road,minor,5,0,0,0.45
Delhi,Delhi,28.534511,76.998304,10,Sunday,1,rural,6,0,fog,low,33,high,distraction,major,2,1,1,0.8
Chandigarh,Punjab,30.747416,76.743713,8,Friday,0,rural,2,0,clear,high,38,high,weather,fatal,5,5,1,0.65
Chennai,Tamil Nadu,13.193579,80.177155,6,Friday,0,urban,2,0,clear,high,36,high,weather,major,4,3,0,0.3
Bangalore,Karnataka,13.155137,77.476742,5,Wednesday,0,highway,6,1,fog,low,37,medium,weather,minor,3,0,0,0.45
Kolkata,West Bengal,22.555692,88.47553,21,Tuesday,0,rural,4,0,rain,low,40,medium,drunk driving,fatal,5,5,0,0.65
Kolkata,West Bengal,22.410099,88.480776,21,Monday,0,highway,1,1,fog,low,23,medium,poor road,minor,4,3,0,0.45
Kolkata,West Bengal,22.450379,88.232242,8,Sunday,1,rural,2,0,clear,high,34,high,overspeeding,minor,5,3,1,0.45
Mumbai,Maharashtra,19.228611,72.742829,16,Saturday,1,highway,4,1,rain,medium,20,medium,weather,fatal,1,1,0,0.45
Delhi,Delhi,28.607136,76.809087,20,Thursday,0,urban,1,1,rain,low,24,medium,distraction,minor,3,3,0,0.45
Mumbai,Maharashtra,19.190948,72.77105,17,Wednesday,0,urban,2,1,clear,high,31,high,poor road,minor,3,2,1,0.45
Pune,Maharashtra,18.448526,73.79873,22,Wednesday,0,rural,4,1,fog,low,27,high,drunk driving,fatal,2,2,0,0.85
Kolkata,West Bengal,22.626785,88.286183,7,Saturday,1,highway,1,0,rain,low,26,high,poor road,minor,3,0,0,0.65
Hyderabad,Telangana,17.469867,78.205519,4,Friday,0,highway,1,1,clear,high,32,low,distraction,minor,1,0,0,0.1
Hyderabad,Telangana,17.266396,78.569623,6,Wednesday,0,highway,5,1,fog,low,28,high,weather,major,5,2,0,0.65
Pune,Maharashtra,18.546225,73.940637,12,Saturday,1,highway,6,1,fog,low,32,low,overspeeding,minor,3,3,0,0.45
Bangalore,Karnataka,13.168031,77.626681,19,Saturday,1,highway,5,0,fog,low,15,low,weather,major,2,1,1,0.6
Hyderabad,Telangana,17.380814,78.527045,10,Monday,0,highway,4,0,fog,low,35,medium,distraction,minor,2,2,1,0.6
Mumbai,Maharashtra,19.147308,72.717022,6,Tuesday,0,highway,2,0,clear,high,28,low,drunk driving,minor,5,1,0,0.1
Hyderabad,Telangana,17.218976,78.371587,1,Saturday,1,rural,3,0,clear,high,28,high,weather,minor,3,0,0,0.3
Delhi,Delhi,28.857196,76.867687,7,Tuesday,0,urban,5,1,rain,low,33,low,distraction,major,2,2,0,0.45
Hyderabad,Telangana,17.271903,78.256815,3,Tuesday,0,rural,2,1,clear,high,40,low,drunk driving,fatal,3,3,0,0.3
Delhi,Delhi,28.764338,77.016944,18,Saturday,1,urban,4,1,fog,low,20,high,drunk driving,minor,5,0,1,0.8
Hyderabad,Telangana,17.501854,78.288515,18,Wednesday,0,rural,3,1,fog,low,31,high,weather,minor,2,0,1,0.8
Hyderabad,Telangana,17.28964,78.564883,0,Sunday,1,urban,6,1,rain,medium,26,low,drunk driving,fatal,2,2,0,0.45
Kolkata,West Bengal,22.566676,88.461604,19,Sunday,1,highway,4,0,rain,medium,18,high,distraction,minor,5,5,1,0.6
Chandigarh,Punjab,30.713438,76.79876,17,Tuesday,0,highway,3,1,clear,high,25,high,overspeeding,minor,5,2,1,0.45
